JARB	JARDINE MATHESON HOLDINGS LD	ORD US$0.25(BERMUDA REG)	BMG507361001	SHRS	Industrials	Industrial Goods & Services	03/11/2004	Bermuda	USD	£37,939.53	MAIN MARKET	Standard Shares	SSX4	SXSN
JARJ	JARDINE MATHESON HOLDINGS LD	ORD US$0.25(JERSEY REG)	BMG507361001	SHRS	Industrials	Industrial Goods & Services	03/11/2004	Bermuda	USD		MAIN MARKET	Standard Shares	SSX4	SXSN
88EI	JARDINE STRATEGIC HOLDINGS LD	ORD US$0.05(JERSEY REG)	BMG507641022	SHRS	Industrials	Industrial Goods & Services	14/08/1998	Bermuda	USD		MAIN MARKET	Standard Shares	SSX4	SXSN
JDS	JARDINE STRATEGIC HOLDINGS LD	ORD US$0.05(SINGAPORE REG)	BMG507641022	SHRS	Industrials	Industrial Goods & Services	27/09/2004	Bermuda	USD	£29,232.80	MAIN MARKET	Standard Shares	SSX4	SXSN
JDSB	JARDINE STRATEGIC HOLDINGS LD	ORD US$0.05(BERMUDA REG)	BMG507641022	SHRS	Industrials	Industrial Goods & Services	03/11/2004	Bermuda	USD	£23,763.61	MAIN MARKET	Standard Shares	SSX4	SXSN
JIM	JARVIS SECURITIES PLC	ORD 1P	GB00B013J330	SHRS	Financials	Financial Services	21/12/2005	United Kingdom	GBX	£55.85	AIM		ASX1	AIMP
JWNG	JAYWING PLC	ORD 5P	GB00BF5KDY46	SHRS	Consumer Services	Media	13/09/2017	United Kingdom	GBX	£20.07	AIM		ASX1	AIMP
JD.	JD SPORTS FASHION PLC	ORD 0.25P	GB00BYX91H57	SHRS	Consumer Services	Retail	28/11/2016	United Kingdom	GBX	£4,468.11	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
JEL	JERSEY ELECTRICITY PLC	'A'ORD 5P	JE00B43SP147	SHRS	Utilities	Utilities	23/05/2005	Jersey	GBX	£55.06	MAIN MARKET	Premium Equity Commercial Companies	SSX3	SQNC
JOG	JERSEY OIL AND GAS PLC	ORD 1P	GB00BYN5YK77	SHRS	Oil & Gas	Oil & Gas	17/08/2015	United Kingdom	GBX	£38.20	AIM		ASQ1	AMQ1
JKX	JKX OIL & GAS PLC	ORD 10P	GB0004697420	SHRS	Oil & Gas	Oil & Gas	20/03/2006	United Kingdom	GBX	£63.19	MAIN MARKET	Premium Equity Commercial Companies	SSQ3	SQQ3
JLEN	JOHN LAING ENVIRONMENTAL ASSETS GROUP LIMITED	ORD NPV	GG00BJL5FH87	SHRS	Financials	Financial Services	31/03/2014	Guernsey	GBX	£412.80	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JLG	JOHN LAING GROUP PLC	ORD 10P	GB00BVC3CB83	SHRS	Financials	Financial Services	17/02/2015	United Kingdom	GBX	£1,533.18	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
JLIF	JOHN LAING INFRASTRUCTURE FUND LIMITED	ORD 0.01P	GG00B4ZWPH08	SHRS	Financials	Financial Services	29/11/2010	Guernsey	GBX	£1,413.25	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SET3	ON5
JLH	JOHN LEWIS OF HUNGERFORD PLC	ORD 0.1P	GB0004773148	SHRS	Consumer Goods	Personal & Household Goods	22/06/2005	United Kingdom	GBX	£1.91	AIM		ASX1	AIMP
JMAT	JOHNSON MATTHEY PLC	ORD 110 49/53P	GB00BZ4BQC70	SHRS	Basic Materials	Chemicals	11/01/2016	United Kingdom	GBX	£6,893.66	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
JSG	JOHNSON SERVICE GROUP PLC	ORD 10P	GB0004762810	SHRS	Industrials	Industrial Goods & Services	08/07/2005	United Kingdom	GBX	£494.78	AIM		AMSM	AS50
JPR	JOHNSTON PRESS PLC	ORD 1P	GB00BRK8Y334	SHRS	Consumer Services	Media	13/11/2014	United Kingdom	GBX	£3.17	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON15
JOUL	JOULES GROUP PLC	ORD 1P	GB00BZ059357	SHRS	Consumer Services	Retail	26/05/2016	United Kingdom	GBX	£268.16	AIM		AMSM	ASM7
JPEL	JPEL PRIVATE EQUITY LIMITED	USD EQTY SHS NPV	GG00BF1F1F02	SHRS			10/04/2018	Guernsey	USD	£235.90	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JPJ	JPJ GROUP PLC	ORD GBP0.10	GB00BZ14BX56	SHRS	Consumer Services	Travel & Leisure	25/01/2017	United Kingdom	GBX	£563.63	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC4
JAM	JPMORGAN AMERICAN INVESTMENT TRUST PLC	ORD 5P	GB00BKZGVH64	SHRS	Financials	Financial Services	08/05/2014	United Kingdom	GBX	£1,032.33	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
JAI	JPMORGAN ASIAN INVESTMENT TRUST PLC	ORD 25P	GB0001320778	SHRS	Financials	Financial Services	09/02/2006	United Kingdom	GBX	£320.35	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JPB	JPMORGAN BRAZIL INVESTMENT TRUST PLC	ORD 1P	GB00B602HS43	SHRS	Financials	Financial Services	26/04/2010	United Kingdom	GBX	£17.60	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JMC	JPMORGAN CHINESE INVESTMENT TRUST PLC	ORD 25P	GB0003435012	SHRS	Financials	Financial Services	18/12/2007	United Kingdom	GBX	£191.21	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JCH	JPMORGAN CLAVERHOUSE INVESTMENT TRUST PLC	ORD 25P	GB0003422184	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£421.81	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JPE	JPMORGAN ELECT PLC	MANAGED GROWTH SHS 0.00429578P	GB0008528142	SHRS	Financials	Financial Services	15/01/2004	United Kingdom	GBX	£270.09	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JPEC	JPMORGAN ELECT PLC	MANAGED CASH SHS 0.001P	GB0034080092	SHRS	Financials	Financial Services	19/01/2004	United Kingdom	GBX	£7.75	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JPEI	JPMORGAN ELECT PLC	MANAGED INC SHS 0.001P	GB0034080217	SHRS	Financials	Financial Services	19/01/2004	United Kingdom	GBX	£79.92	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JMG	JPMORGAN EMERGING MARKETS INVESTMENT TRUST PLC	ORD 25P	GB0003418950	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£1,059.38	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
JETG	JPMORGAN EUROPEAN INVESTMENT TRUST PLC	GWTH SHS 3.97000P	GB00B18JK166	SHRS	Financials	Financial Services	02/08/2006	United Kingdom	GBX	£214.03	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JETI	JPMORGAN EUROPEAN INVESTMENT TRUST PLC	INC SHS 2.06155P	GB00B17XWW44	SHRS	Financials	Financial Services	02/08/2006	United Kingdom	GBX	£159.84	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JESC	JPMORGAN EURO SMALL CO. TRUST PLC	ORD 5P	GB00BMTS0Z37	SHRS	Financials	Financial Services	23/07/2014	United Kingdom	GBX	£643.15	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JGCI	JPMORGAN GLOBAL CONVERTIBLES INCOME FUND LIMITED	ORD NPV	GG00B96SW597	SHRS	Financials	Financial Services	11/06/2013	Guernsey	GBX	£120.16	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JEMI	JPMORGAN GLOBAL EMERGING MARKETS INCOME TRUST PLC	ORD 1P	GB00B5ZZY915	SHRS	Financials	Financial Services	29/07/2010	United Kingdom	GBX	£365.05	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JPGI	JPMORGAN GLOBAL GROWTH & INCOME PLC	ORD 5P	GB00BYMKY695	SHRS	Financials	Financial Services	08/01/2016	United Kingdom	GBX	£421.83	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JII	JPMORGAN INDIAN INVESTMENT TRUST PLC	ORD 25P	GB0003450359	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£658.82	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
JFJ	JPMORGAN JAPANESE INVESTMENT TRUST PLC	ORD 25P	GB0001740025	SHRS	Financials	Financial Services	13/01/2004	United Kingdom	GBX	£738.52	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
JPS	JPMORGAN JAPAN SMALLER CO TST PLC	ORD 10P	GB0003165817	SHRS	Financials	Financial Services	02/12/2005	United Kingdom	GBX	£244.75	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JPSS	JPMORGAN JAPAN SMALLER CO TST PLC	SUB SHS 0.1P	GB00BSFWJ549	SHRS	Financials	Financial Services	16/12/2014	United Kingdom	GBX	£3.51	MAIN MARKET	Standard Shares	SSX4	SXSN
JMF	JPMORGAN MID CAPITAL INVESTMENT TRUST PLC	ORD 25P	GB0002357613	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£278.61	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
MATE	JPMORGAN MULTI-ASSET TRUST PLC	ORD 1P	GB00BFWJJT14	SHRS	Financials	Financial Services	02/03/2018	United Kingdom	GBX	£83.85	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SET3	ON15
JRS	JPMORGAN RUSSIAN SECURITIES PLC	ORD 1P	GB0032164732	SHRS	Financials	Financial Services	03/03/2006	United Kingdom	GBX	£254.99	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JMI	JPMORGAN SMALLER COMPANIES INVESTMENT TRUST PLC	ORD 25P	GB0007416000	SHRS	Financials	Financial Services	02/12/2005	United Kingdom	GBX	£191.13	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JUSC	JPMORGAN US SMALLER CO. INV TST PLC	ORD 2.5P	GB00BJL5F346	SHRS	Financials	Financial Services	06/03/2014	United Kingdom	GBX	£194.85	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JTC	JTC PLC	ORD GBP0.01	JE00BF4X3P53	SHRS	Financials	Financial Services	14/03/2018	Jersey	GBX	£423.43	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
JLP	JUBILEE METALS GROUP PLC	ORD 1P	GB0031852162	SHRS	Basic Materials	Basic Resources	23/09/2004	United Kingdom	GBX	£31.46	AIM		ASQ1	AMQ1
JDG	JUDGES SCIENTIFIC PLC	ORD 5P	GB0032398678	SHRS	Industrials	Industrial Goods & Services	21/12/2005	United Kingdom	GBX	£177.54	AIM		ASX1	AIMP
JEFI	JUPITER EMERGING & FRONTIER INCOME TRUST PLC	RED ORD GBP0.01	GB00BDR05757	SHRS	Financials	Financial Services	15/05/2017	United Kingdom	GBX	£92.16	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JEO	JUPITER EUROPEAN OPPORTUNITIES TRUST PLC	ORD 1P	GB0000197722	SHRS	Financials	Financial Services	02/12/2005	United Kingdom	GBX	£970.13	MAIN MARKET	Premium Equity Closed Ended Investment Funds	STMM	F25F
JUP	JUPITER FUND MANAGEMENT PLC	ORD 2P	GB00B53P2009	SHRS	Financials	Financial Services	16/06/2010	United Kingdom	GBX	£1,855.06	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
JGC	JUPITER GREEN INVESTMENT TRUST PLC	ORD 0.1P	GB00B120GL77	SHRS	Financials	Financial Services	20/03/2007	United Kingdom	GBX	£40.31	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
JUKG	JUPITER UK GROWTH INVESTMENT TRUST PLC	ORD 5P	GB00BFD3V961	SHRS	Financials	Financial Services	22/11/2013	United Kingdom	GBX	£61.39	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SET3	ON15
JUS	JUPITER US SMALLER COMPANIES PLC	ORD 25P	GB0003463402	SHRS	Financials	Financial Services	02/12/2005	United Kingdom	GBX	£161.52	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
JIL	JURIDICA INVESTMENTS LIMITED	ORD NPV	GG00B29LSW52	SHRS	Financials	Financial Services	21/12/2007	Guernsey	GBX	£4.58	AIM		ASX1	AIMP
JE.	JUST EAT PLC	ORD 1P	GB00BKX5CN86	SHRS	Consumer Services	Retail	08/04/2014	United Kingdom	GBX	£4,562.47	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
JUST	JUST GROUP PLC	ORD 10P	GB00BCRX1J15	SHRS	Financials	Insurance	15/11/2013	United Kingdom	GBX	£829.69	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
JZCP	JZ CAPITAL PARTNERS LIMITED	ORD NPV	GG00B403HK58	SHRS	Financials	Financial Services	23/06/2009	Guernsey	GBX	£384.37	MAIN MARKET - SFS		SFM2	SFQQ
JZCZ	JZ CAPITAL PARTNERS LIMITED	ZERO DIV PREF SHS NPV (2022)	GG00BZ0RY036	SHRS	Financials	Financial Services	01/10/2015	Guernsey	GBX	£51.44	MAIN MARKET - SFS		SFM2	SFQQ
KBT	K3 BUSINESS TECHNOLOGY GROUP PLC	ORD 25P	GB00B00P6061	SHRS	Technology	Technology	29/04/2004	United Kingdom	GBX	£104.15	AIM		ASX1	AIMP
K3C	K3 CAPITAL GROUP PLC	ORD 1P	GB00BF1HPD20	SHRS	Financials	Financial Services	11/04/2017	United Kingdom	GBX	£125.79	AIM		ASQ1	AMQ1
KNOS	KAINOS GROUP PLC	ORD 0.5P	GB00BZ0D6727	SHRS	Technology	Technology	10/07/2015	United Kingdom	GBX	£503.17	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
KAKU	KAKUZI LD	STK KES5	KE0000000281	SHRS			16/03/2006	Kenya	GBX	£18.13	MAIN MARKET	Standard Shares	SSX4	SXSN
KAPE	KAPE TECHNOLOGIES PLC	ORD USD0.0001	IM00BQ8NYV14	SHRS	Technology	Technology	30/09/2014	Isle of Man	GBX	£179.55	AIM		ASQ1	AMQ1
KDR	KARELIAN DIAMOND RESOURCES PLC	ORD EUR0.00025	IE00BD09HK61	SHRS	Basic Materials	Basic Resources	22/12/2017	Ireland	GBX	£1.57	AIM		ASX1	AIMP
KAT	KATORO GOLD PLC	ORD GBP0.01	GB00BSNBL022	SHRS	Basic Materials	Basic Resources	27/04/2015	United Kingdom	GBX	£1.68	AIM		ASQ1	AMQ1
KAV	KAVANGO RESOURCES PLC	ORD 0.1P	GB00BF0VMV24	SHRS	Basic Materials	Basic Resources	31/07/2018	United Kingdom	GBX	£3.42	MAIN MARKET	Standard Shares	SSX3	SQSL
KZG	KAZERA GLOBAL PLC	ORD 1P	GB00B830HW33	SHRS	Industrials	Industrial Goods & Services	09/11/2012	United Kingdom	GBX	£6.16	AIM		ASQ1	AMQ1
KAZ	KAZ MINERALS PLC	ORD 20P	GB00B0HZPV38	SHRS	Basic Materials	Basic Resources	19/12/2005	United Kingdom	GBX	£2,462.69	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
KCOM	KCOM GROUP PLC	ORD 10P	GB0007448250	SHRS	Telecommunications	Telecommunications	19/09/2005	United Kingdom	GBX	£484.57	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
KCR	KCR RESIDENTIAL REIT PLC	ORD 10P	GB00BYWK1Q82	SHRS	Financials	Real Estate	27/11/2017	United Kingdom	GBX	£10.65	AIM		ASQ1	AMQ1
KEFI	KEFI MINERALS PLC	ORD 1.7P	GB00BD8GP619	SHRS	Basic Materials	Basic Resources	02/03/2017	United Kingdom	GBX	£11.86	AIM		AMSM	ASM7
KLN	KELLAN GROUP (THE) PLC	ORD 0.01P	GB00B03W5P29	SHRS	Industrials	Industrial Goods & Services	21/09/2005	United Kingdom	GBX	£1.27	AIM		ASX1	AIMP
KLR	KELLER GROUP PLC	ORD 10P	GB0004866223	SHRS	Industrials	Construction & Materials	27/11/2006	United Kingdom	GBX	£732.13	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25T
KEM	KEMIN RESOURCES PLC	ORD 1P	GB00B8T2QJ39	SHRS	Basic Materials	Basic Resources	01/03/2013	United Kingdom	GBX	£4.02	AIM		ASX1	AIMP
KMR	KENMARE RESOURCES PLC	ORD EUR0.001	IE00BDC5DG00	SHRS	Basic Materials	Basic Resources	26/07/2016	Ireland	GBX	£263.04	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
KRS	KERAS RESOURCES PLC	ORD 0.1P	GB00B649J414	SHRS	Basic Materials	Basic Resources	18/07/2011	United Kingdom	GBX	£8.36	AIM		ASQ1	AMQ1
KYGA	KERRY GROUP PLC	'A'ORD EUR0.125	IE0004906560	SHRS	Consumer Goods	Food & Beverage	08/07/2005	Ireland	EUR	£14,924.55	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON5
70HF	KEYSTONE INVESTMENT TRUST PLC	5% CUM PRF #1	GB0004912282	SHRS	Financials	Financial Services	28/06/2002	United Kingdom	GBX	£0.22	MAIN MARKET	Standard Shares	SSX4	SXSN
KIT	KEYSTONE INVESTMENT TRUST PLC	ORD 50P	GB0004912068	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£227.79	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
KEYS	KEYSTONE LAW GROUP PLC	ORD 0.2P	GB00BZ020557	SHRS	Industrials	Industrial Goods & Services	27/11/2017	United Kingdom	GBX	£139.17	AIM		ASQ1	AMQ1
KWS	KEYWORDS STUDIOS PLC	ORD 1P	GB00BBQ38507	SHRS	Industrials	Industrial Goods & Services	12/07/2013	United Kingdom	GBX	£1,239.37	AIM		AMSM	AS50
KIBO	KIBO ENERGY PLC	ORD EUR0.015	IE00B97C0C31	SHRS	Basic Materials	Basic Resources	25/03/2013	Ireland	GBX	£22.20	AIM		ASQ1	AMQ1
KIE	KIER GROUP PLC	ORD 1P	GB0004915632	SHRS	Industrials	Construction & Materials	19/12/2005	United Kingdom	GBX	£884.31	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
KGF	KINGFISHER PLC	ORD 15 5/7P	GB0033195214	SHRS	Consumer Services	Retail	28/08/2001	United Kingdom	GBX	£5,498.74	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
KAY	KINGS ARMS YARD VCT PLC	ORD 1P	GB0007174294	SHRS	Financials	Financial Services	03/08/2004	United Kingdom	GBX	£67.13	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSQ3	SQQ3
KGP	KINGSPAN GROUP PLC	ORD EUR0.13	IE0004927939	SHRS	Industrials	Construction & Materials	08/07/2005	Ireland	EUR	£6,466.24	MAIN MARKET	Premium Equity Commercial Companies	SET3	ON5
KWG	KINGSWOOD HOLDINGS LIMITED	ORD 5P	GG00BKY4K072	SHRS	Financials	Financial Services	07/05/2014	United Kingdom	GBX	£25.17	AIM		ASQ1	AMQ1
KGH	KNIGHTS GROUP HOLDINGS PLC	ORD 0.2P	GB00BFYF6298	SHRS	Industrials	Industrial Goods & Services	29/06/2018	United Kingdom	GBX	£150.92	AIM		AMSM	ASM6
KOD	KODAL MINERALS PLC	ORD 0.03125P	GB00BH3X7Y70	SHRS	Basic Materials	Basic Resources	30/12/2013	United Kingdom	GBX	£12.09	AIM		ASQ1	AMQ1
KNM	KONAMI HOLDINGS CORPORATION	JPY50	JP3300200007	SHRS	Consumer Goods	Personal & Household Goods	27/09/2004	Japan	JPY	£5,666.21	MAIN MARKET	Standard Shares	SSX4	SXSN
KOOV	KOOVS PLC	ORD 1P	GB00BHB22S55	SHRS	Consumer Services	Retail	10/03/2014	United Kingdom	GBX	£38.64	AIM		ASQ1	AMQ1
KP2	KORE POTASH PLC	ORD USD0.001	GB00BYP2QJ94	SHRS	Basic Materials	Basic Resources	29/03/2018	United Kingdom	GBX	£34.00	AIM		ASQ1	AMQ1
KOS	KOSMOS ENERGY LTD	COM SHS USD0.01 (DI)	BMG5315B1072	SHRS	Oil & Gas	Oil & Gas	21/08/2017	Bermuda	GBX	£2,924.28	MAIN MARKET	Standard Shares	SSMU	SMEV
KRM	KRM22 PLC	ORD 10P	GB00BFM6WC61	SHRS	Financials	Financial Services	30/04/2018	United Kingdom	GBX	£18.18	AIM		ASQ1	AMQ1
KMK	KROMEK GROUP PLC	ORD 1P	GB00BD7V5D43	SHRS	Health Care	Health Care	16/10/2013	United Kingdom	GBX	£81.37	AIM		ASQ1	AMQ1
KSK	KSK POWER VENTUR PLC	ORD 0.1P	IM00B1G29327	SHRS	Utilities	Utilities	01/11/2006	Isle of Man	GBX	£3.94	MAIN MARKET		SSMU	SMEW
KUBC	KUBERA CROSS-BORDER FUND LIMITED	ORD USD0.01	KYG522771032	SHRS	Financials	Financial Services	27/12/2006	Cayman Islands	USD	£26.51	AIM		ASX1	AIMP
LAKE	LAKEHOUSE PLC	ORD 10P	GB00BSKS1M86	SHRS	Industrials	Industrial Goods & Services	23/03/2015	United Kingdom	GBX	£55.13	AIM		ASQ1	AMQ1
LAM	LAMPRELL PLC	ORD 5P	GB00B1CL5249	SHRS	Oil & Gas	Oil & Gas	11/10/2006	Isle of Man	GBX	£214.60	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
LRE	LANCASHIRE HOLDINGS LIMITED	COM SHS USD0.50	BMG5361W1047	SHRS	Financials	Insurance	13/12/2005	Bermuda	GBX	£1,224.16	MAIN MARKET	Premium Equity Commercial Companies	STMM	F25F
LND	LANDORE RESOURCES LIMITED	ORD NPV	GB00B06VJ325	SHRS	Basic Materials	Basic Resources	06/04/2005	Guernsey	GBX	£14.12	AIM		ASX1	AIMP
LAHL	LANDSCAPE ACQUISITION HOLDINGS LIMITED	ORD NPV (DI)	VGG537611052	SHRS	Financials	Financial Services	18/11/2017	British Virgin Islands	USD	£339.78	MAIN MARKET	Standard Shares	SSMU	SMEU
LAHW	LANDSCAPE ACQUISITION HOLDINGS LIMITED	WTS TO SUB FOR ORD NPV (DI)	VGG537611136	SHRS	Financials	Financial Services	20/11/2017	British Virgin Islands	USD		MAIN MARKET	Standard Misc Securities	SSQ3	SQS3
LAND	LAND SECURITIES GROUP PLC	ORD 10 2/3P	GB00BYW0PQ60	SHRS	Financials	Real Estate	28/09/2017	United Kingdom	GBX	£6,550.07	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
LOGP	LANSDOWNE OIL & GAS PLC	ORD 0.1P	GB00B1250X28	SHRS	Oil & Gas	Oil & Gas	20/12/2006	United Kingdom	GBX	£14.12	AIM		ASX1	AIMP
LTHM	LATHAM (JAMES) PLC	ORD 25P	GB00B04NP100	SHRS	Industrials	Industrial Goods & Services	21/09/2005	United Kingdom	GBX	£126.51	AIM		ASX1	AIMP
LTHP	LATHAM (JAMES) PLC	8% CUM PRF #1	GB0005065312	SHRS	Industrials	Industrial Goods & Services	31/12/2004	United Kingdom	GBX	£1.21	AIM		ASXN	AIMN
LWDB	LAW DEBENTURE CORPORATION PLC	ORD 5P	GB0031429219	SHRS	Financials	Financial Services	08/07/2005	United Kingdom	GBX	£722.00	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC6
WTR	LAZARD WORLD TRUST FUND	ORD USD0.20	LU0483266259	SHRS	Financials	Financial Services	03/02/2010	Luxembourg	GBX	£116.50	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SET3	ON15
LBP	LB-SHELL PLC	ORD 0.01P	GB00BNB7LQ31	SHRS	Oil & Gas	Oil & Gas	09/07/2014	United Kingdom	GBX	£0.37	MAIN MARKET	Standard Shares	SSQ3	SQS3
LEAF	LEAF CLEAN ENERGY COMPANY	ORD 0.01P (DI)	KYG541351279	SHRS	Financials	Financial Services	05/07/2018	Cayman Islands	GBX	£9.20	AIM		ASX1	AIMP
LTG	LEARNING TECHNOLOGIES GROUP PLC	ORD 0.375P	GB00B4T7HX10	SHRS	Technology	Technology	15/06/2011	United Kingdom	GBX	£1,108.46	AIM		AMSM	AS50
LDSG	LEEDS GROUP PLC	ORD 12P	GB0005100606	SHRS	Financials	Financial Services	24/06/2004	United Kingdom	GBX	£8.21	AIM		ASX1	AIMP
LGEN	LEGAL & GENERAL GROUP PLC	ORD 2 1/2P	GB0005603997	SHRS	Financials	Insurance	26/04/1999	United Kingdom	GBX	£15,627.12	MAIN MARKET	Premium Equity Commercial Companies	SET1	FS10
LEK	LEKOIL LIMITED	ORD USD0.00005 (DI)	KYG5462G1073	SHRS	Oil & Gas	Oil & Gas	17/05/2013	Cayman Islands	GBX	£85.84	AIM		AMSM	ASM6
LID	LIDCO GROUP PLC	ORD 0.5P	GB0030546849	SHRS	Health Care	Health Care	05/07/2001	United Kingdom	GBX	£14.04	AIM		ASX1	AIMP
LSAA	LIFE SETTLEMENT ASSETS PLC	ORD SHS USD0.01	GB00BF1Q4B05	SHRS	Financials	Financial Services	26/03/2018	United Kingdom	USD	£50.71	MAIN MARKET - SFS		SFM2	SFQQ
LSAB	LIFE SETTLEMENT ASSETS PLC	ORD SHS USD0.01	GB00BF1Q4C12	SHRS	Financials	Financial Services	26/03/2018	United Kingdom	USD	£6.72	MAIN MARKET - SFS		SFM2	SFQQ
LSAD	LIFE SETTLEMENT ASSETS PLC	ORD SHS USD0.01	GB00BF1Q4N27	SHRS	Financials	Financial Services	26/03/2018	United Kingdom	USD	£4.31	MAIN MARKET - SFS		SFM2	SFQQ
LSAE	LIFE SETTLEMENT ASSETS PLC	ORD SHS USD0.01	GB00BF1Q4D29	SHRS	Financials	Financial Services	26/03/2018	United Kingdom	USD	£2.26	MAIN MARKET - SFS		SFM2	SFQQ
LGT	LIGHTHOUSE GROUP PLC	ORD 1P	GB0009779116	SHRS	Financials	Financial Services	20/09/2006	United Kingdom	GBX	£42.78	AIM		ASX1	AIMP
LWRF	LIGHTWAVERF PLC	ORD 5P	GB00BKJ9BV58	SHRS	Technology	Technology	03/04/2014	United Kingdom	GBX	£9.39	AIM		ASX1	AIMP
LME	LIMITLESS EARTH PLC	ORD 1P	GB00BKXP5L71	SHRS	Financials	Financial Services	12/05/2014	United Kingdom	GBX	£3.58	AIM		ASQ1	AMQ1
LTI	LINDSELL TRAIN INVESTMENT TRUST PLC	ORD 75P	GB0031977944	SHRS	Financials	Financial Services	02/10/2002	United Kingdom	GBP	£237.50	MAIN MARKET	Premium Equity Closed Ended Investment Funds	SSMM	SSC6
LION	LIONSGOLD LIMITED	ORD NPV	GG00B3M9KL68	SHRS	Basic Materials	Basic Resources	17/06/2011	Guernsey	GBX	£14.11	AIM		ASQ1	AMQ1
LIO	LIONTRUST ASSET MANAGEMENT PLC	ORD 1P	GB0007388407	SHRS	Financials	Financial Services	02/12/2005	United Kingdom	GBX	£321.48	MAIN MARKET	Premium Equity Commercial Companies	SSMM	SSC5
LVCG	LIVE COMPANY GROUP PLC	ORD 1P	GB00BGSGT481	SHRS	Consumer Services	Media	30/12/2013	United Kingdom	GBX	£42.75	AIM		ASX1	AIMP
LIV	LIVERMORE INVESTMENTS GROUP LIMITED	ORD NPV	VGG550931015	SHRS	Financials	Financial Services	05/08/2011	British Virgin Islands	GBX	£70.97	AIM		AMSM	ASM8
LLOY	LLOYDS BANKING GROUP PLC	ORD 10P	GB0008706128	SHRS	Financials	Banks	24/11/2003	United Kingdom	GBX	£42,160.26	MAIN MARKET	Premium Equity Commercial Companies	SET1	FE10
